jid,jname,jci
373,讼之渐,营室紫宫，坚不可攻。明神建德，君受大福。
374,讼之归妹,孤翁寡妇，独宿悲苦。目张耳鸣，无与笑语。
375,讼之丰,低头窥视，有所畏避。行者不利，酒酸鱼败，众莫贪嗜。
376,讼之旅,载金贩狗，利弃我走。藏匿渊底，悔折为咎。
377,讼之巽,行触大忌，与司命牾，执囚束缚，拘制于吏。
378,讼之兑,执玉欢喜，配之解挛。危详及安，使我无患。
379,讼之涣,机杼纷扰，女功不成。长妹许嫁，衣无襦绔。闻祸不成，凶恶消去。
380,讼之节,金人铁距，火烧左右。虽俱不恐，独得全处。
381,讼之中孚,谢恩拜德，东归吾国。舞蹈欣悦，欢乐受福。
382,讼之小过,青牛白咽，呼我俱田，历山之下，可以多耕。岁乐时节，人民安宁。
383,讼之既济,白雉群雎，慕德朝贡。湛露之恩，使我得欢。
384,讼之未济,避患东西，反入祸门。糟糠不足，忧愁我心。
385,师之师,乌鸣呼子，哺以酒脯。高楼之处，子来归母。穑人成功，年岁大有，妒妇无子。
386,师之乾,一簧两舌，佞言谄语。三奸成虎，曾母投杼。
387,师之坤,春桃生花，季女宜家。受福且多，在师中吉，男为封君。
388,师之屯,殊类异路，心不相慕。牝牛牡猳，独无家室。
389,师之蒙,折叶蔽目，不见稚叔。三足孤鸟，远其元夫。
390,师之需,雀东求粒，误入网域。赖逢君子，脱复归息。
391,师之讼,王孙季子，相与孝友。明允笃诚，升擢荐举，为国干辅。
392,师之比,削树无枝，与子分离。饥寒莫食，独泣哀悲。
393,师之小畜,舜生大禹，石夷之野。征诣玉阕，拜理水土。
394,师之履,义不胜情，以欲自营。见利危宠，灭君令名。
395,师之泰,三人北行，六位光明。道逢淑女，与我骥子。
396,师之否,弈张乌号，彀射天狼。柱国雄勇，斗死荥阳。
397,师之同人,季姬踯躅，结衿待时。终日至暮，百两不来。
398,师之大有,鸿雁翩翩，始怨劳苦。灾疫病民，鳏寡愁忧。
399,师之谦,穿胸狗邦，僵离旁舂。天地易纪，日月更始。
400,师之豫,北山有枣，使叔寿考。东岑多栗，宜行贾市，陆梁雌雉，所至利喜。
401,师之随,干旄旌旗，抚帜在郊。虽有宝玉，无路致之。
402,师之蛊,精洁渊塞，为馋所言。证讯诘请，系于枳温。甘棠听断，怡然蒙恩。
403,师之临,玄黄虺隤，行者劳疲。役夫憔悴，逾时不归。
404,师之观,肤敏之德，发愤忘食。虏豹禽说，以成主德。
405,师之噬嗑,采唐沫乡，要我桑中。失信不会，忧思约带。
406,师之贲,伯宁子福，惠我邦国。蠲除苛残，使季无患。
407,师之剥,馋父佞雄，贼乱邦国。生虽忠孝，败恩不福。
408,师之复,渊泉堤防，水道通利。顺注湖海，邦国富有。
409,师之无妄,江南多蝮，螫我手足。冤繁诘屈，痛彻心腹。
410,师之大畜,三人俱行，别离独食。一身五心，反覆迷惑，乱无所得。
411,师之颐,鸦鸣庭中，以戒灾凶。重门击柝，备不速客。
412,师之大过,功成事就，拱手安居。立德有言，坐饰贡赋。
413,师之坎,国乱不安，兵革为患。掠我妻子，家中饥寒。
414,师之离,戴尧扶禹，从乔彭祖。西遇王母，道路夷宜，无敢难者。
415,师之咸,长尾委蛇，画地成河。深不可涉。绝无以比，惆怅会息。
416,师之恒,乘龙从蜺，征诣北阕。乃见宣室。拜守东城。镇慰黎元，举家蒙富。
417,师之遁,土与山连，终身无患。天地高明，万岁长安。
418,师之大壮,久旱水涸，枯槁无泽。虚修其德，未有所获。
419,师之晋,依天倚地，凶危不至。上清下净，受福大明，君受其利。
420,师之明夷,火烈不去，必殪僵仆。燔我衣裾，福不可悔。
421,师之家人,配合相迎，利之四乡。欣喜心释，所言得当。
422,师之睽,清人高子，久屯外野。道遥不归，思我慈母。
423,师之蹇,武库军府，甲兵所聚，非里邑居，不可舍止。
424,师之解,三德五材，和合四时。阴阳顺序，国无咎灾。
425,师之损,解衣毛羽，飞入大都。晨门戒守，郑忽失家。
426,师之益,削根烧株，不生肌肤。病在心腹，日以焦枯。
427,师之夬,文山紫芝，雍梁朱草。生长和气，福禄来处。
428,师之姤,多栽重负，捐弃于野。予母谁子，但自劳苦。
429,师之萃,凫雁哑哑，以水为家。雌雄相和，心志娱乐，得其欢欲。
430,师之升,耳目盲聋，所言不通。伫立以泣，事无成功。
431,师之困,天宫列宿，五神所舍。宫阙坚固，君安其居。
432,师之井,范子妙材，戮辱伤肤，然后相国，封为应侯。
433,师之革,秋冬探巢，不得鹊雏。衔指北去，惭我少夫。
434,师之鼎,子畏于匡，厄困陈蔡。德行不危，竟脱厄害。
435,师之震,鸿飞在陆，公出不复。仲氏任止，伯氏客宿。
436,师之艮,鹤鸣九皋，避世隐居。抱朴守真，竟不随时。
437,师之渐,舜升大禹，石夷之野。征诣玉阕，拜治水土。
438,师之归妹,左辅右弼，金玉满匮。常盈不亡，富如厫仓。
439,师之丰,崔嵬北岳，天神贵客。衣冠不已，蒙被恩德。
440,师之旅,空巢注猪，獖彘不到。张弓祝鸡，雄父飞去。
441,师之巽,胡蛮戎狄，大阴所积，涸冻冰寒，君子不存。
442,师之兑,甘露醴泉，太平机关。仁德感应，岁乐民安。
443,师之涣,恶来呼伯，慎惊外客。甲守闭宅，以备凶急。临折之忧，将灭无灾。
444,师之节,日月相望，光明盛昌。三圣茂功，仁德大隆。
445,师之中孚,葛藟蒙棘，华不得实。馋佞乱政，使恩壅塞。
446,师之小过,邻不我顾，而望玉女。身多癞疾，谁肯媚者。
447,师之既济,精诚所至，神为之辅。德教尚忠，弥世长久。三圣尚功，多受福祉。
448,师之未济,钻木取火，掘地索泉。主母饥渴，手为心福。
449,比之比,鹿得美草，鸣呼其友。九族和睦，不忧饥乏。长子入狱，霜降族哭。
450,比之乾,继祖复宗，追明成康。光照万国，享世长久。
451,比之坤,麒子凤雏，生长家国。和气所居，康乐无忧，邦多圣人。
452,比之屯,取火流泉，钓鳑山颠。鱼不可得，火不肯燃。
453,比之蒙,彭生为豕，白龙作灾。盗尧衣裳，桀跖荷兵。青禽照夜，三日夷伤。
454,比之需,黍稷醇醴，敬奉山宗。神嗜饮食，甘雨嘉降。黎庶蕃殖，独蒙福祉。
455,比之讼,李花再实，鸿飞降集。仁哲权舆，荫国受福。
456,比之师,千岁之墟，大兵所屠。不见子都，城空无家。
457,比之小畜,公子王孙，把弹摄丸。发辄有得，室家饶足。
458,比之履,骊姬馋喜，与二嬖谋，谮杀恭子，贼害忠孝。申生以缢，重耳奔逃。
459,比之泰,长生无极，子孙千亿。柏柱栽青，坚固不倾。
460,比之否,失意怀忧，如幽狴牢。亡子丧夫，附托寄居。
461,比之同人,仁智隐伏，麟不可得。龙蛇潜藏，虚居堂室。
462,比之大有,列结累累，缔结难解。嫫母衒嫁，媒不得坐，自为身祸。
463,比之谦,蜩飞坠木，不毁头足。保我羽翼，复归其室。
464,比之豫,陈妫敬仲，兆兴齐姜。乃适营丘，八世大昌。
465,比之随,过时不归，雌雄苦悲。徘徊外国，与母分离。
466,比之蛊,齐鲁争言，战于龙门。构怨结祸，三世不安。
467,比之临,府藏之富，王以赈贷。捕鱼河海，苟愿多得。
468,比之观,鸣鹤北飞，下就稻池。鳣鲔鳇鲤，众多饶有，一狗获两，利得过倍。
469,比之噬嗑,苍梧郁林，道易利通。元龟象齿，宝贝南金，为吾福功。
470,比之贲,两火争明，虽斗不伤。分离且忍，全我弟兄。
471,比之剥,伯夷叔齐，贞廉之师。以德防患，忧祸不存。
472,比之复,季去我东，发栉如蓬。展转空床，内怀忧伤。
473,比之无妄,百足俱行，相辅为强。三圣翼事，王室宠光。
474,比之大畜,壅遏堤防，水不得行。火盛阳光，阴霓伏藏，退还其乡。
475,比之颐,滕蛇乘龙，年岁饥凶，民食草蓬。
476,比之大过,铅刀攻玉，坚不可得。尽我筋力，胝茧为侯。
477,比之坎,恒山浦寿，高邑所在。阴气下淋，洪水不处，牢人开户。
478,比之离,比目四翼，来安我国。福善上堂，与我同床。
479,比之咸,杜口结舌，心中怫郁。去菑患生，莫告所冤。
480,比之恒,牵尾不前，逆理失臣，忠莫往来，惠朔以奔。
481,比之遁,早霜晚遁，伤害禾麦。损功弃力，饥无所食。
482,比之大壮,适戌失期，患生无聊。惧以发忧，发藏闭塞，邦国骚愁。
483,比之晋,昊天白日，照临我国。万民康乐，咸赖嘉福。
484,比之明夷,元吉无咎，安宁不殆。时行则行，勿之有悔。
485,比之家人,懿公浅愚，不深受谋。无援失国，为狄所贼。
486,比之睽,城上有乌，自号破家。呼唤鸠毒，为国患灾。
487,比之蹇,长股善走，趋步千里。王良嘉言，伯来在道。申见王母。
488,比之解,耕石山颠，费种家贫。无聊处作，苗发不生。
489,比之损,二人异步，东趋西步。千里之行，不相知处。
490,比之益,纯服黄裳，栽土以兴。德义茂生，天下归仁。
491,比之夬,五铣铁颐，仓库空虚。贾市无盈，与利为仇。
492,比之姤,登昆仑，入天门，过糟丘，宿玉泉，问惠观，见仁君。
493,比之萃,团团白日，为月所食。损上毁下，郑昭出走。
494,比之升,仓盈庾亿，宜稼黍稷。年岁有息，国家富有。
495,比之困,虎狼结谋，相聚为保。伺啮牛羊，道绝不通，伤我商人。
496,比之井,木年催折，常恐不活。老赖福庆，光荣辅相。
497,比之革,同载共车，中道分去。丧我元夫，独为孤苦。
498,比之鼎,饮酒醉酗，跳跃争斗，伯伤叔疆，东家治丧。
499,比之震,出值凶灾，逢五赤头，跳言死格，扶杖伏听，不敢动摇。
500,比之艮,狼虎争强，利义不行。兼吞其国，齐晋无主。
501,比之渐,南国少子，方略美好。求我长女，薄贱不与。反得丑恶，后乃大悔。
502,比之归妹,一身两头，莫适其躯。乱不可治，孰为汤汉。
503,比之丰,李耳汇鹊，更相恐怯，偃而以腹，不能距格。
504,比之旅,松柏栋梁，相辅为强。八哲五教，王室康宁。
505,比之巽,雀行求食，暮归孚乳。反其屋室，安宁如故。
506,比之兑,四尾六头，为凶作妖。阴不奉阳，上失其明。
507,比之涣,一衣三阕，结缉不便。岐道异路，日暮不到。
508,比之节,牙蘖生齿，室堂启户。幽人利贞，鼓翼起舞。
509,比之中孚,春鸿飞东，以马至金。利得十倍，重载归乡。
510,比之小过,欢悦以喜，子孙俱在。守发能忍，不见殃咎。
511,比之既济,精神消落，形骸丑恶。龉齚顿挫，枯槁腐蠹。
512,比之未济,登高上山，见王自言。申理我冤，得职梦恩。
513,小畜之小畜,白鸟衔饵，鸣呼其子。斡枝张翅，来从其母。伯仲叔季，尤贺举手。
514,小畜之乾,东遇虎地，牛马奔惊。道绝不通，南困无功。
515,小畜之坤,子鉏执麟，春秋作元。阴将以终，尼父悲心。
516,小畜之屯,取火泉源，钓鱼山颠。鱼不可得，火不肯燃。
517,小畜之蒙,机关不便，不能出言。精诚不通，为人所冤。
518,小畜之需,故室旧庐，稍弊且徐。不如新巢，可治乐居。
519,小畜之讼,蛇循流，东求大鱼。预且举网，庖人歌讴。
520,小畜之师,凿山通道，南至嘉国。周公祝祖，襄适荆楚。
521,小畜之比,鹊近却缩，不见头目。日以困急，不能自复。
522,小畜之履,五舌啄难，各自有言。异国殊俗，使心迷惑，所求不得。
523,小畜之泰,天门开辟，牢户寥阔。桎梏解脱，拘囚纵释。
524,小畜之否,坚冰黄鸟，常哀悲愁。数惊鸷鸟，雏为我忧。
525,小畜之同人,日走月步，娶不同舍。夫妻反目，主君失居。
526,小畜之大有,金牙铁齿，西王母子。无有患殃。扶舍徙道，到来不久。
527,小畜之谦,式微式微，忧祸相半。隔以岩山，室家分散。
528,小畜之豫,众神集聚，相与议语。南国虚乱，百姓劳苦。兴师征伐，更立贤主。
529,小畜之随,狼虎争食，礼义不行。兼吞其国，齐鲁无主。
530,小畜之蛊,寄生无根，如过浮云。本立不固，斯须落去，更为枯树。
531,小畜之临,子啼索哺，母行求食。反见空巢，长息訾弋。
532,小畜之观,驾驷逐狐，轮挂荆棘。车不结辙，公子无得。
533,小畜之噬嗑,方喙广口，仁智圣厚。释解倒悬，唐国太安。
534,小畜之贲,驾福乘西，来至家国。戴庆南行，离我安居。
535,小畜之剥,孔鲤伯鱼，北至高奴，木马金车，驾游大都，王母送我，来牝字驹。
536,小畜之复,三足无头，不知所之。心狂精伤，莫使为明，不见日光。
537,小畜之无妄,来牝龙身，日驭三千，南止苍梧，与福为婚。道里夷易，安全无忌。
538,小畜之大畜,辰次降娄，王驾巡时。广佑施惠，安国无忧。
539,小畜之颐,望幸不到，文章来就。王子逐走，马骑衔伤。昳迹不得，曷其有常。
540,小畜之大过,中原有菽，以待饔食。饮御诸友，所求大得。
541,小畜之坎,乱茅缩酒，灵巫拜祷。神怒不许，瘁愁忧苦。
542,小畜之离,李华再实，鸿卵降集。仁哲以幸，荫国受福。
543,小畜之咸,源出陵足，行于山趾。不为暴害，民得安居。
544,小畜之恒,客人其门，奔走东西。童女不织，士奇耕亩。暴骨千里，岁寒无年。
545,小畜之遁,天之所予，福禄常在。以永康宁，不忧危殆。
546,小畜之大壮,蝗食我稻，驱不可去。实穗无有，但见空藁。
547,小畜之晋,牛骥同堂，郭氏已亡。国破空虚，君奔走逃。
548,小畜之明夷,狗无前足，阴谋其比。为身贼害，何以安息。
549,小畜之家人,两轮自转，南上大阪。四马共辕，无有重难。与禹笑言。鹤鸣窍穴，不离其室。
550,小畜之睽,芽蘖生达，阳昌于外。左手执＃，公言锡爵。
551,小畜之蹇,秋花冬萼，数被严霜。甲兵当庭，万物不生。雄犬夜鸣，民扰大惊。
552,小畜之解,霜降必户，蜇虫隐处。不见日月，与死为伍。
553,小畜之损,身载百里，功加四海。为文开基，武立大柱。
554,小畜之益,禹作神鼎，伯益衔指。斧斤高阁，憧位独坐。卖庸不售，苦困为祸。
555,小畜之夬,福祚之家，喜至忧除。如风兼雨，出车入鱼。如鱼逢水，长乐受庇。
556,小畜之姤,苍龙隐伏，麟凤远匿。寇来同处，未得安息。
557,小畜之萃,旦生夕死，名曰婴鬼，不可得视。
558,小畜之升,白鹤衔珠，夜食为明。怀安德音，身受光荣。
559,小畜之困,行役未已，新事复起。姬姜劳苦，不得休息。
560,小畜之井,忧患解除，喜至庆来。坐立欢欣，与乐为邻。
561,小畜之革,晨风指翰，大举就温，昧过我邑，弈无所得。
